Review #,Review,product,delivery,price,service,explanation,,,
664,beautiful my size is 37 and i ordered 3839 it really fits i like the color and very comfortable to wear na shipped po sya kaagad at mabait yung deliveryman,1,1,0,1,Beautiful fit and the delivery man is good.,,,
665,1010 magandaa po minimalist lang tignan,1,0,0,0,Beautiful in minimalist.,,,
666,nakaka disapoint lng po kase halos lahat ng feed back sa inyo is maganda kaso pag dating sakin bat ganun po black purple inorder ko black red ang dumating  huhu pero thanks kay kua rider mabait po sya,0,1,0,1,Wrong order delivered but thanks to the delivery rider who is kind.,,,
667,thankyou so much seller sa maayos at magandang quality na products,1,0,0,1,Thanks seller for good quality product.,,,
668,maayos po ang pagkakarating niya good naman po ung packaging sulit sa price thank you seller sa tamang item na ibinigay ninyo thank you po,0,0,1,1,Sulit prize and good item delivered,,,
669,910 i received my order today and super bilis ng shipment items not defected medyo manipis lng sya compare sa mga nabili ko na beforepero d ko pa na trysana magtagal at d mg stretch pagmagamit ng ilang beses at sana mgkasya in all maganda syathank you seller and shopee,1,1,0,0,Mentioned fast shipment and the product is good.,,,
670,smells like coconut medyo may tapon sya nung na receive ko kaya sumabog agad yung amoy na very sweet coconuty smell i like it,1,0,0,0,Smells good but the product has tapon.,,,
671,they arrived in good condition naman hehe tapos maganda rin ang tela and stretchy so it can really fit all thank you seller,1,0,0,1,Good condition and good quality and seller.,,,
672,thank you so much po seller kumpleto yung nareceive ko dalawang nonwire bra color black and creamnagsend din sila ng picture bago iship excellent product wellpacked item received immediately will definitely order again salamat din po kay kuyang nagdeliver more sales to come and stay safe,1,1,0,1,Complete item and wellpacked with excellent product.,,,
673,bulok ang items hindi gumagana magpapadala keu cra items,1,0,0,0,Bulok item and broken,,,
674,excellent thank you seller as you can see the item has arrived in condition bagay na bagay sa baby girl ko,1,0,0,1,Excellent item and thanks seller.,,,
675,good the products are in good condition the prices are amzing kahit barato ang mga sapatos pero in good quality naman maraming salamat god bless,1,0,1,0,Good and in good condition,with affordable prize.,,
676,it really smells like a baby haha mild lang talaga yung fragrance nya kesa naman sa amoy maacm diba good sya pang punas sa mouth but face kasi malambot lang yung wipes anyway matagal ang shipment but thanks anyway,1,1,0,0,Mild fragrance but long shipment.,,,
677,maganda yung mga nabili kong jogger pants sa shop na to imagine sa murang halaga may magagamit ka na bumili ako neto kasi ayoko nang magshort,1,0,1,0,Good jogger and murahang halaga.,,,
678,tnk u po dahil fast charger tlga xia ntry ko na gamitin,1,0,0,0,Fast charger item.,,,
679,okay naman po yung product malaki po syaang cute po nung kulay mabait din po si rider,1,0,0,1,Good product and the rider is good.,,,
680,maganda sa personal thankyou seller,1,0,0,1,Beautiful in person and thank you seller.,,,
681,sorry i dont have any pictures and videos of the products kase full na storage ko and i need coins hehe but anyways nagustuhan toh ng mga friend ko kase gift ko toh sakanila,0,0,0,0,No mentioned of items.,,,
682,super cute at mukha namang matibay thank you2x,1,0,0,0,Cute and matibay product.,,,
683,1010 highly recommend po super ganda nya legit kung ano makita sa pic yon din darating,1,0,0,0,Super ganda and legit item.,,,
684,good quality at tama ung dumaying na kulay,1,0,0,0,Good quality and right color delivered.,,,
685,i like it ang smooth na magdrawing ngayon sana magtagal siyaaaa ill prob gonna order again medyo matagal ang shipping but i understand because it is from overseas right anyways i also like the color,1,1,0,0,Long shipping and the color is good.,,,
686,maganda naman ung quality ok na ok medyo na disappoint lang ako kase tig dalawa ung order ko pero ung leggings 1 lng dumating pero 2 ung binayaran ko  sana nexttym paki double check nlang ung items bago isealead un lang  godbless,1,0,0,0,Quality of item is good but delivered 1 leggings when i ordered 2.,,,
687,maganda siya at makapal din as what you see is what you get saka salamat kay kuya na laging nagdedeliver samin mabait sya inilocano nga lang ako ket na tagalog ako i will order again,1,0,0,1,Good quality and thicker and mabait.,,,
688,maganda yung items bukod sa maganda designs maganda rin yung quality highly recommended ang store na ito kudos with your service,1,0,0,1,Good design and good quality,and highly recommended store.,,
689,veryyy good ang ganda grabe di ko expect na ganto kqganda uung quality order ulit ako next time,1,0,0,0,Good quality and very beautiful.,,,
690,the fabrics quality is super ganda i havent tried it yet but hopefully it would be able to hide my little belly ahahaha overall worth the price its cheap and you get a quality product,1,0,1,0,Worth it prize with quality.,,,
691,theeeee quality issssss soooo gooooddddd anggg gandaaaaaaa talagaaaaaa angggggg cuteeeeee i realllyyyyyyyy loveeeeee ittttttttt thankkkkkk youuuuuuuu kayyyyy kuyangggg delivery taposssssss sayooooooooooo misssssss selllerrrrrrrrrrrrrr muahhhhhhhhhhhhhhhhh ahahahhahahahahahahahahhahahahahahaha,1,0,0,0,The product is so good,cute and thank you.,,
692,super gandaa kaso bat 2 star lang meron it should be 5555,1,0,0,0,It is super ganda but only 2 stars,should be 5555.,,
693,ok naman nang duamting sakin sulit siya sa price kaya ngalang manipis yung tela anyway mura ko lang nabili so overall i like it,1,0,1,0,Good for the price,it is mura.,,
694,nice hi and hello sa seller at delivery raider maganda ung naorder ko kasyang kasya sya sa maliit kong sling bag,1,0,0,0,Nice and kasya,,,
695,good what you see is what you get means maganda sya kung ano yung nasa photo same din thank you seller and thank you sa rider na mabilis mag delivered and thanks shopee,1,1,0,1,It is maganda and fast delivered,,,
696,maganda naman yung tela nya para sa price tama color at size sakto lang din sakin kaso di masyado maganda pag kakatahi pero ok na din mura lang naman thank you so much huhuuhuhuhuhuhuhuhuhuhuhuhuhuhuhuhuhuhuhuhuhuhuhuuhuhuhuhuhuhuhuhuhuhuhuhuhuhuhuhuhuhuhuhuhuhuhuuhuhuhuhuhuhuhuhuhuhuhuhuhuhuhuhuh,1,0,1,0,Quality is okay for the prize.,,,
697,tu hank u po dumating na order ko maganda po thank u at tama yung kulay na gusto ko,1,0,0,1,Maganda and right color.,,,
698,i was so disappointed at first when i opened the parcel and saw the ringlight broken but when i tested and switched it on surprisingly gumana at pahat ng button gumana from dim to dinner bright to brightest so napawi nman ang disappointment thank you seller shopee and rider,1,0,0,1,Broken at first but it works,,,
699,well packaged okay naman sya super fit pero overall okay naman sana next time may pa freebies kayo para mas maganda hehe,1,0,0,0,Super fit but is ok.,,,
700,still a good quality at a very affordable price medyo maliit nga lang sakin yung size nila na para sa paa ko dapat pala nagdagdag ako but anyways maayos pa rin naman thank you seller,1,0,1,1,Good quality,affordable prize,with thanks to seller.,
701,i order black i received blue i am also expecting na colored ang screen nya black and white pala hehe but thats fine well okay naman sya gamitin thank youuu,1,1,0,0,Received wrong color (Product),but still satisfied with functionality. Mention of delivery,implying it was acceptable.,
702,very suitable goods gustong gusto namin ang wet wipes sa store nato mabilis din nadeliver we will order in the future here kudos to the seller,1,1,0,1,Good product,fast delivery,and positive seller mention.,
703,medyo malaki lng ung tip ng nose cleaner but i think it will fit sa nose ng baby ko really appreciate the seller for shipping it right away,1,1,0,1,Product size and appreciate seller sending right away.,,,
704,maganda yung fake nails maayos din pinack nakabubblewrap kaya maayos din dumating yung items thank you seller sa freebie,1,1,0,1,Good product,well-packed (Delivery),and positive mention of seller (freebie).,
705,good both beck fans are working at walang dent o sira sa item malakas sya pero 4 o 3 hrs maximum mo lang sya magagamit enough for 1 journey ride going to work if commute ka thank you seller,1,0,0,1,Working item (Product quality),mentioning the functionality of the product (4 to 3 hrs of usage) & thankful to the seller.,,
706,sobrang ganda very affordable for its price will buy again sa shop na to thankyou seller worth it yung pag order ko,1,0,1,1,Excellent product and very affordable. Also,good review to the seller.,,
707,pang 3rd q ng order to subok q n tong seller n to bilis ng shipment kya highly recomended tlga,0,1,0,1,Repeated order,emphasizing fast shipment and recommending seller.,,
708,manipid lang bubble wrap pero ok lang not damaged,0,1,0,0,Packaging quality,but no damage. Delivery is implied by mentioning the bubble wrap.,,
709,cute confusing maglagay ng straw super cute nya anlaki nya rin pala and correct color yung narecieve ko walang damage rin pala deserve nyo 5star very good,1,0,0,0,Describing cuteness,confusing straw placement,product size and correct color,
710,sobrang ganda maliliit lang ung mga sizes naka ka sad naman pero sana nag send si seller ng pictures muna benta ko nlng dapat add one size hehe,1,0,0,1,Good quality,but size is small. Negative comment on seller not sending pics and recommending another size..,,
711,super affordable nice naman ang tela bibili ulit kame,1,0,1,0,Affordable and good material.,,,
712,okay naman lahat ng items as what ive expected dahil nga affordable though disappointed lang kasi wala ng size 40 sa flops and change sya into 41 okay lang naman sa feet ko bagay nmn sya happy ako dahil nagrreply c seller,1,0,1,1,Expected items based on affordability (Price),size issue,but seller replies (Service).,
713,i used 001  need ng mga 5 na patong bago ko naachieve ganyang pero kita paren kuko ko but its 5 star paren sakin kasi ang bilis matuto at matibay sya,1,0,0,0,Five layers needed,quick learning and durable.,,
714,excellent maganda maayos natatakot ako nung una baka kc mabudol aq pero nung dumating maayos n maayos ang pagkakabalot safe na safe yung product mejo matagal nga lng dineliver pro over all rate q is excellent,1,1,0,0,Good quality,well packed,and safe delivery. Delivery was long,but overall rating is excellent.
715,nagustuhan sya nung binigyan ko so i guess maganda sya at mura lang no issue naman at sakto yung size kaya salamat sa seller at rider hehe,1,0,1,1,Good product as someone liked it. Inexpensive,no issues,and correct size. Thankful to seller and rider.,
716,maganda po yung packaging at working po yung item mali lang po ng color yung naideliver,1,1,0,0,The item is working and the packaging is good,just delivered wrong color.,,
717,good thank you seller hindi mo ko binigo sa 2nd purchase kohappy akotama lagi ang dumadating na item ko until next transaction ulit godbless po,0,0,0,1,Positive seller experience; recurring purchase and happy with the item and service,,,
718,ang ganda ganda ng slippers at kasyang kasya sya sakin ang ganda ganda ng quality ng slippers thank you kay seller at kay kuya rider na nag deliver,1,0,0,1,Excellent slippers and delivered to the right size. Also thankful for the seller and rider.,,,
719,thank you muchnasira yung ibamanipis,1,0,0,0,Damaged due to being thin.,,,
720,magandaaa recommended super ganda as in worth to buuuuuy sa uulitin pooo para naman sa akin forda may gala ang ferson,1,0,0,0,Good quality product and worth the buy.,,,
721,thank u po blis dumating at ok lahat ng items ko,0,1,0,0,Fast delivery and all items are okay.,,,
722,gandaaaa super pretty and sulit talaga siya it looks very aesthetic and cute hehehehehehehehehhehehehehehehehehehehe,1,0,1,0,Good product,pretty,aesthetic,cute
723,thanks for this item malilinis na ung mga buhok ng alaga ko na pakalat kalat hopefully will last long well pack din ito,1,0,0,0,Good product that can clean scattered pet hair and hoping it will last long well pack din ito.,,,
724,super bilis na deliver hehe salamat will order again,0,1,0,0,Delivery was super fast.,,,
725,ang ganda ng mascara ang ganda rin ng lagayan kulay pink hehe maganda ang product medyo matagal lang maideliver pero no damage naman sa product thank u seller,1,1,0,1,Good product and pretty case. Delivery was a bit late,but the item was undamaged.,,
726,very good the product has arrived in good condition maganda yung quality ng umbrella sa halagang 89p i will soon order again in this shop thank you seller and delivery rider,1,1,1,1,Good product condition and quality for the price. Thankful to seller and delivery rider.,,,
727,my first time ordering from this shop and i am satisfied the product was shipped fast so it arrived too early plus the quality of nails is good tho gonna place order and try other designs,1,1,0,0,First-time order,satisfied,product was shipped fast and quality of nails are good.,
728,thank you so muchhhhhhh always kumpleto hindi ko na napicturan yung iba kasi naibigay ko na agad sa buyer ko hehe ill recommend this shop sobrang bilis and hindi ka papaasahin  thank youuuuuu very muchhhhhhhhh thank youuuuuu very muchhhhhhhhh thank youuuuuu very muchhhhhhhhh,0,1,0,1,Always complete orders,fast delivery,and reliable. Recommending the shop.,
