Review #,Review,product,delivery,price,service,,,,
640,di ko sure okey naman siya maliban sa batery lead acid alam ko di tatagal si fan ko papalitan ko siya next month di siya 100 perfect nasa 70 lang dahil sa battery so cheap daling masira kaya 3 stars lang sa akin update a week madaling malobat battery 45,1,0,1,0,Product quality including battery, and price influencing quality.,,
641,nkakalungkot lang di tugma ang sizes sa designang hassle magbalik kaya pinagpartner ko nlang base sa sukatsali saliwa na ang design pray ko nlang ndi mapansin ng mga customer yung design ndi tugmasna nxt time pkirecheck ng maayus ang hassle magbalik lalo na province kame,1,0,0,1,Check well before delivering the product and the size is not fit.,,,
642,i dont recommend this wipes for babies dahil sa texture niya maganda into for adults lang for convenience esp kapag may lakad based sa pic akala ko nabasa yung mga orders ko sa ulan pero nag taka ako dahil fully sealed naman yung parcel yun pala ay may sira,1,1,0,0,The user compares the texture of the wipes and its use for babies as well as the parcel is sealed.,,,
643,sana long lasting nga para suki na ako sa shop nyo thank u sa seller at nag deliver,1,0,0,1,Product expectation and thanks to the seller.,,,
644,receive ko na sya yun nga lang sira yung box good thing working naman sya,1,1,0,0,The user receives the product and says that the box is broken but working.,,,
645,2s lang kase expected ko tig iisang color yung na order kowhite green at pink para iwas mag kapalitan kaso naging 2 whites at 1pink chineck ko ulit yung page ngayon naman naging blue yung picture ng vintage green tapos 4items inorder ko sa shop na to kaso 3items lang,0,1,0,0,The delivery of the product.,,,
646,ngloloq ung bluetooth d rin xa nailaw pag nkachargeibblik q sna pero wla aq time kc may baby kokya sna nxtym po test muna before packaging pongbayad ako ng tamang halaga pero nd maayos ung pnadala nio,1,0,0,1,Test the item well before delivering.,,,
647,mesh yung upper part ng shoes mabilis si seller at shipping salamat,1,1,0,1,The product feature, speed delivery and thanks to the seller.,,
648,received items on time no damage naman ang problema ay hindi pare pareho ng sukat yung isa halos 2 inch ang liit sa iba lapad at haba not xxl yung 2 ganon din maikli naman masyado hindi pantay,1,1,0,0,Sizes are not the same and the items are received on time with no damage.,,,
649,size 9 ang paa it doesnt fit to me maliit sya dapat 1 size up ang kinuha ko 4041 mukhang madali lang matanggal dikit pero since mura naman ok na rin sya,1,0,1,0,The product is small and the price.,,,
650,disappointe po aq mali ung isang kulay tapos ang size pla ng size 40 parang 8 lng maliit halos hindi q lng masusuot,1,0,0,0,The product has the wrong color and small size.,,,
651,ok naman mga items disappointed lang sa isang socks yun pa nmn hinihintay ko dahil pang terno nya mali design na binigay instead na yellowred orange socks ang dumating,0,0,0,0,The product has a different design.,,,
652,different from the pic 3 star kc ung gusto kung ano ung nasa pic bat naman iba narcvd ko no choice gamitin p rin kahit na haysss,1,0,0,0,The product is different from the picture.,,,
653,maling kulay ung dumating sa socks  preferably red bettles pink ung dumating,0,0,0,0,The product color is wrong.,,,
654,umm ang dali masira nung ano niya tinanggal ko lang yung purple sa taas tapos nalasog lasog na siya nung nilagay ko yes effective nag pink yung lips ko then triny ko siya alisin tapos maya maya nag bakbak yung lips ko huhu idk basta ayon,1,0,0,0,The quality of the product.,,,
655,ok naman pwede pagtyagaan para sa swak na budget ang tagal lang dumating july 7 ko order now lang dumating july 15 dumating,0,1,1,0,The item and the price.,,,
656,ito lang laman ng akin okay lng naman for the price pero ung iba 2 items me 1lang,0,0,1,0,The user mentions the price.,,,
657,sobrang nipis ng diaper parang 1 ihi lng ni baby tatagos na 2nd order ko p nmn kse sabi ko nga sulit tumagal yung unang order ko,1,0,0,0,The diaper is thin.,,,
658,akala q colord yun pla blak in white sa picture colord yung nka lagay,1,0,0,0,The user expected a colored item.,,,
659,good poor packaging baxta lang nilagay sa shoppee plastic bag,1,1,0,0,The packaging is not good and the quality of the item.,,,
660,tama lng sakto s hlga pohinde gnonn katibay piro cute nmn cyatama bigay kulayvery goodkaso medyo mtatngal n un gilid nyaprng kulng sa dikitpki ayus next tym mdam sir hatnxz,1,0,1,0,The quality and price of the product.,,,
661,okay naman yung tsinelas mabigat makapal nga lang napalaki size ko sa beige pambabae sabi kasi sa review add 2 eh kahit add 1 size lang malaki yung lusutan ng daliri pambahay lang talaga thanks seller yung black sa hubby ko ok nmn,1,0,0,1,The item is bulky, size issues and seller is thankful.,,
662,oks oki naman sya gumagana kaso walang nakaindicate na charging time kung ilang oras para mafullcharge yung item,1,0,0,0,No indicated charging time on the item.,,,
663,almost 15days bago dumating,0,1,0,0,Delivery time.,,,
664,cute among 8 items ordered 1 of it is defective it does not work talaga we charge it na but still its not working sayang ang money but the others are working,1,0,1,0,Product defect and lost money.,,,
665,received na ganito ang packaging nakayupi and opened ang karton i dont know if sa seller pa ba ang fault neto or sa delivery rider  ipapanregalo pa naman for exchange gift ng anak ko tapos ganito,1,1,0,0,Damaged packaging.,,,
666,sakto lang hindi maganda hindi rin pangit malambot ang hirap ilakad pero okay lang mura lang naman salamat shopee at seller,1,0,1,0,Item quality, price, and thanks to Shopee and seller.,
667,not god nag hahang yung tablet ang bilis malobat di ako makanpag search nag hahang pa,1,0,0,0,Quality and speed.,,,
668,ok nman sana na gustohan ko din tapos mura pa kaso damage lang firsttime ko maka received ng damage kaya medyo nadisappoint ako anyways ako nlang mag tatahi still good pa nman sana next time check nyo lang before ideliver,1,0,1,0,Product quality and price.,,,
669,not worth it nkkdismaya kc yupi yupi n yung box tas yung buga ng hangin ang hina hina khit nknumber 3,1,1,1,0,Condition of the delivery.,,,
670,okay naman po yung item i think the only problem is that something is missing yung lalagyan ng phone is parang may kulang po na parts but its okay as long as the product was fine and thats more important thank you for this my friend loved it,1,0,0,1,Missing parts of the product but the friend loved it.,,,
671,good if you are not a fan of stained hands then this is not for you it actually smells good i received a wrong item i ordered tan seller gave me pink  i want to rate it 5 star if only tama yung item na nareceive ko  i,1,0,0,1,Wrong item delivery.,,,
672,rose gold hindi sya nagda dark sa outdoor,1,0,0,0,Quality of the product.,,,
673,ok i ordered back and white shiy ang pad not siya secured in place not rin masyadong ok yung quality ng material parang prone to runninf and in terms of color see thru yung pad sa white ok naman for the price,1,0,1,0,Material quality and the product price.,,,
674,ok maganda sya kaso yung isang kulay d nasunod pero all goods parin,0,0,0,0,The user only says product color.,,,
675,not soo really hndi ko gusto ang knyang quality sorry tlga honest review lng yung sound nya my gosh hnd buo pangit sa pandinig pero ok na rin worth the price,1,0,1,0,Sound quality and its price.,,,
676,good salamat shopee ate seller at sa rider and nag deliver very nice quality microphone kahit sira ang cartoon ok naman yong mic sa loob,1,1,0,1,Thanks to the seller and the rider.,,,
677,ok naman sana ung items mura din kaso napakatagal bago naship inabot ng 4days tapos ung delivery 4days din sa jt 12days lang andito na sakin,0,1,1,0,Slow shipping and delivery.,,,
678,brown cat order ko bkit orage tiger yong dumating piro oj nman maganda nman quality kaka sad lang kasi maling design ang pinadala,1,0,0,0,Design is wrong but quality is good.,,,
679,magkaiba ng color compare dun sa 1st purchase ko,0,0,0,0,The color is different.,,,
680,kumpleto nmn ung mga items meron madali masira at kuulang ng isang ipin ung sa windproff energy saversalamat po pati sa nagdeliber,1,0,0,1,Items are easy to break and thanks to the delivery.,,,
681,mabilis magship kaso hindi maayos ang packaging nabasa tuloy ang nabili kong mask buti may natira pa sana kapag may kasamang wet wipes ay ipalastic nila ang mask,1,1,0,0,The item is being shipped fast but the packaging is not okay.,,,
682,nice ok naman kaso medyo durog na yung box sana next time may pa buble wrap na,0,1,0,0,Delivery issue.,,,
683,inorder ko sya 1111 tas 1122 na dumating matagal pero understandable naman kasi overseas anyway the item is so cute and nice but its not waterproof tsaka antagal matuyo pero okay na rin for its price hehe thank u seller,1,1,1,0,The product is not water proof.,,,
684,pang bata ang size nagkasya lng sa aking apo na 10 yrs old and 410 ang height ibibigay ko sana sa anak kong binata,1,0,0,0,Size of the product is for kids.,,,
685,okay naman siya wellpackaged may concern lang ako may key po kasi na medyo off pag pinipindot i cant say that the key is damaged but more on may defect medyo bothering pag pinipindot i tried to message you pero no reply,1,0,0,1,Defect of the product, and the seller is not replying.,,
686,maganda at mabilis lng yung delivery thanks seller and kuya rider,0,1,0,1,The product delivery.,,,
687,good quality but very wrong items diko sure if ma excite paba yung mga bata na nag order nito,1,0,0,0,Quality of the item but its wrong.,,,
688,akala ko yung nasa picture ng item is same as the actual product maliit sya sa personal and yung strap nya hindi maayos pagkalagay hahaha,1,0,0,0,The item is different from the actual product.,,,
689,sorry late comment maganda cya nkaka straight cya ng hair masarap gamitin thank you po sa shoppee and rider na naghatid,1,0,0,1,Quality of the item.,,,
690,maliit sya need mo mag 1 sa sizes,1,0,0,0,Sizes of the product.,,,
691,ml ung nareceive ko pero order ko 2000ml d ko na binalik kasi kelangan ko na gamitin good condition naman ung bottle kaso malayo talaga dun sa order ko haaay,1,0,0,0,The size of the product and its condition.,,,
692,35 yung amoy niya oag nag spray ka parang alcohol then after 1 minutes siguro medyo sweet na yung amoy niya pero hindi siya same sa og kasi meron akong og dito tapos cinompare ko pero okay naman na siya para sa price,1,0,1,0,Smell of the product and the price.,,,
693,i ordered m but l lahat ng sizes na binigay,0,0,0,0,The user ordered but the sizes are mixed.,,,
694,creamy i am looking for a tint this is no tint natatanggal at dumidikit pag dinadampi ano ba yan,1,0,0,0,The product feature.,,,
695,okay naman po yung items magaganda lahat ng quality except dun sa puti na tube parang nag transfer po yung kulay ng maroon di kasi nakahiwalay pagpack or atleast man lang sana yung puti inilagay sa separate na supot,1,1,0,0,Transfer of color and the product delivery.,,,
696,sobrang stretchable niya na hindi siya masyadong effective as a girdle parang highwaist panty lang ang nangyari anyways thanks pa din,1,0,0,0,The user says the product is not effective.,,,
697,nkalagay sa order ko black ang dumating blue colorblinded yata si seller yun lang nmn mali the rest worth it nmn,0,0,0,0,The item is wrong color,,,
698,3 star lang po kasi na disappointed po ako kasi 5m ang inorder ko tapos nang sinukat ko ehhh 4m lang ang binigay nakakinis talaga,1,0,0,0,The product size is wrong.,,,
699,okay naman sya  gumagana lahat  akala ko lang colored sya hindi pala  pero thank you pa rin,1,0,0,0,The item function is great,,,
700,ayaw nman mag charge yan item send ninyo,1,0,0,0,The product cant charge,,,
701,hindi masyado magandaaa pero okayy naa mura lang naman,1,0,1,0,"Product aspect because it describes the quality as ""hindi masyado magandaaa"". Price aspect because it mentions ""mura lang naman"".",,,
702,1star s shop natosana namn po bago nio e ship paki try namn po kung gumganaexcited p namn sana pamangkin ko n gamitin pero patay sindi lng xanag chacharge gagana tos d nanaman gaganasayang lang pera,1,0,1,1,"Product aspect: ""patay sindi lng xa"". Service aspect: ""sana namn po bago nio e ship paki try namn po kung gumgana"". Price aspect: ""sayang lang pera"".",,,
