Review #,Review,product,delivery,price,service,,,,,
637,ampanget ng service ng shop nato hindi marunong mag response sa chats ng costumer tapos nung natanggap ko yung order ko basag pa sira nagbayad ako ng tama tapos ganyan kayo magbigay ng service sirado nyo na shop nyo tinawagan ko service no nyo at nag iwan ako ng message,1,0,0,1,Bad service, broken item, seller doesn't respond to messages.,,
638,complete payment pero ang item kulang ng isa no stock  daw pero pinabayaran prin nila kahit wala ang item,0,0,0,1,Customer was charged for an item that was out of stock.,,,,
639,false advertisement hindi naman 10m ang haba,0,1,0,0,False advertisement about the length.,,,,
640,not good pink ang order ko pero yan ang dumating mga color blind ata ang mga nagpapack next time wag na kayo magpapili ng color kung kayo rin naman pala ang magdedecide di na ako oorder sa shop na to,0,1,0,1,Wrong color was sent. Customer will not order again.,,,,
641,not oily i dont know pero ang baho talaga niya especially kapag tumagal na sa balat,1,0,0,0,Bad smell on the product,,,,
642,not satisfied nakakainis ayaw makahigop at kahit anong gawin mo d talaga,1,0,0,0,Product doesn't work.,,,,
643,not worth it dalawa fan binili ko white and blue yung white gumagana pero yun blue na gusto ng anak ko umaandar pero wala namang hangin lumalabas sana bago ishipout paki test kung gumagana kht mura ko lang nabili sayang parin yun pera na pinang bili d naman mapupulot yun,1,0,1,0,One of the fans doesn't produce air, not worth the money.,,,
644,i ordered 200booklets of receipts but the seller only sent me 180pcs and some are damaged they did not also included in the shipping the rubber nipple cover i ordered i message them right away but still no reply at least namanlang magreply kayo napakadishonest niyo binayaran naman kayo,0,1,0,1,Short shipment, damaged items, seller doesn't reply.,,
645,dismaya po sayang lang pera nyo dito hindi nmn pala di chargeable  hindi rin di battery nkkainis nakakabweset png gamit p nmn sa school ng anak ko hindi naman po magagamit pwede po bang ibalik na lang yong perang pinangbili sa mini fan inyo na lang products nyo,1,0,1,0,Product is not rechargeable and has no battery, not worth the money.,,,
646,mura  oo pero seller bakit naman ganon masaya na sana e may gift na para kay mama tapos susubukan namin di gumagana chinarge pa namin di nagana higher un recommended im dissapointed not legit 100percent scam,1,0,1,0,Product is not working, scam.,,,
647,1 out 5 kase hnd gumagana walang kwenta ung inorder ko dito pagkabukas ko palang ng parcel triny ko na agad then hindi gumagana ung left side nya sobrang hina din ng hangin sayang lang talga isang beses kolang nagamit ni hnd nga umabot ng 1 hr lowbat na agad,1,0,1,0,Defective product, not worth the money.,,,
648,items returned early but no update from the seller for a week lagi magupdate pero walang nareceive kung hindi papaulit ulitin walang ganap items have different sizes though my order is 38 ung iba maliit hindi same ng sizes,1,0,0,1,Returned items with no updates. Sizes are not the same.,,,,
649,maganda sya thank you sa taga delever and sa shopee,0,1,0,0,Reviewer thanks the delivery person.,,,,
650,walang kwenta omorder dito delever na daw e wala nmn ako natanggap n item hayop kayo kakarampot na halaga iniscam nio pa halos 2weeks kong inintay hnd nmn pala darating porki binyadan kona true gcash ung item wala pa tang ina nio balik nio nlng perq ko,0,1,0,0,Item not received, despite saying it was delivered,,,
651,damaged yung wireless mouse hindi maka connect sa laptop ko light indicator nya din after you turn it on namamatay din kaagad i reached out to the seller mabait naman nag reply kaagad kaso hassle sa part ko ang mag return ng item since lalo na ngayon na may covid,1,0,0,1,Item is damaged and cannot connect. The seller replied but there's a hassle with the return.,,,,
652,dko pa nttry ang breast pump dhil d pa nmn ako nanganganaksana maganda xakaso bkit nmn 2pcs lang milk organizer tapos kawalang kwenta ng mistery koisang piraso langni hindi pqko na excite dhil ni hindi man binalot,1,0,0,0,"Missing items in the ""mystery"" box and the ""mystery"" item is not wrapped",,,,
653,sa sobrang nipis kita ang dating kulay ng wall pg nadikit na buti sana kung puti ang backgroundnot satisfied with this product,1,0,0,0,Too thin, can see the wall color through it.,,,
654,2 po ung inorder ku pero ung isa lang ang gumana  ung blue ndi gumana kahit anung charge and pindot ku ayaw talaga nya  sana lang po seller pinapansin nyo po ung gantong issue  thanks,1,0,0,1,One of the items is not working and seller should pay attention to issues,,,,
655,not good kasi kulang sinend ni seller na order kod pa ngrereply si seller kaya not recommended na mag order sa kanya,0,0,0,1,Seller sent an incomplete order and is not replying.,,,,
656,maganda napamahal ngalang dahil isa lng binili ko thank u seller thank u shopee at sa rider,1,0,1,0,Item is good but expensive since only one was purchased,,,,
657,sakto ang mga binigay nyo po size kylang yung isa hnde parehas ang design sa tapakan ang dmi ko binili sau pero lugi ako kc hnde kinuha yan dhil hnde parehas ang design,1,0,0,0,Sizes are correct but one has a different design.,,,,
658,not good maybe next time u can improve the quality even kase small amount lang ang na invest nakakapanghinayang pa rin lalo nat mahirap kumita ng pera sa panahon ngayon,1,0,1,0,The quality is not good and a waste of money.,,,,
659,manipis lang pala yung bra tsaka iba yung kulay ng isa imbes na maroon naging orange tsaka yung light brown malaki yung size kesa sa dalawayung belt mabilis rin mapud is bilis niyang nakarating,1,0,0,0,Item's color is wrong and the sizes are wrong and it had a fast delivery,,,,
660,poor quality of packing of items lahat naka open na pati yung earbuds,0,0,0,0,Poor packaging,,,,
661,napakawalang kwentang neckfan maingay na wala pang hangin di nmn nagamit natambak lang mas maganda pa awei neckfan di pa kasi yun naorder ko nakakapag sisi tuloy,1,0,0,0,Neck fan is useless and noisy.,,,,
662,sa picture lang pala maganda  disposable sya sa actual  yung delivery man ayaw pa pumunta sa given address pinaglakad pa ako ng malayo salamat shoppee nawawalan na ako ng gana sa inyo,1,1,0,0,Looks good in the picture but not in person. The delivery man didn't want to go to the given address.,,,,
663,masyado matagal mag pa ship hindi secure un item dnaka bubble wrap ang ending pag dating sakin ng item sira nka box lng sempre dadagnan yan ng iba item lumabas s kahon tsktsksayang pera,1,1,0,0,Slow shipping, insecure packaging, and item arrived broken, not worth the money,
664,juskooo naman po lowbat na dna macharge may charger peru d gumagana and trinay namn sa ibng charger ayaw padin,1,0,0,0,Product is low battery and cannot be charged.,,,,
665,maskara po yung order kohind eye liner,0,1,0,0,Wrong item delivered.,,,,
666,ang pangit lng akala ko yong pink is yong pink tlga na kulay iba pala tas d ko pa gusto yong kulay shades wala kasing naka sulat ng every lip balm kung ano name,1,0,0,0,Doesn't like the shade,,,,
667,25 madali lang siya ma lowbat gamit pa naman sana niya sa work kasi lineman technician siya mas maganda yung keypad lang dalhin naiinis yung husband ko kasi kahit di daw niya gamitin unti unting nalolowbat di rin nasunod yung color,1,0,0,0,Product has short battery life and the color is not as desired,,,,
668,not that nice i was very disappointed kulang yung dumating sakin walang eyeliner and powder i ordered 6 items but 4 lang yung dumating huwag kayong bumili dito masasayang lang pera niyo im very angry right now,0,0,1,1,Missing items and a waste of money.,,,,
669,not good ingat kayo sa seller na to nakalagay sa advertisement nila 10 meters pero ang darating sa yo ay 65 meters lang automated lang din ang reply pag nag message kyo hindi marunong sumagot sa complain mo,0,1,0,1,False advertisement and no reply to complain,,,,
670,low quality wala di ko na naasikaso to dahil wala akong time and ako pa gagastos ng pang ship back jusme bigay bigay sila ng sirang item ako pa gagastos ng pang ship back para lang mapalitan to laking abala kasi di ko na maisingit to,1,0,0,0,Too much of a bother for a refund. Also mentions low quality,,,,
671,butas butas yung payong wag na kayo magpurchase dito  low quality masyado manipis na nga  butas butas pa yung payong,1,0,0,0,Umbrella has holes and is low quality.,,,,
672,low quality sana kung nag policy kyo na may refund tuparin nyo d ung nkaorder lng sa inyo pag may aberya wala na kyong reply panu uulit costumer na umorder sa inyo ganyan kyo,1,0,0,1,Low quality and no customer support.,,,,
673,highly not recommended tong shop na to 2nd order ko na to at mali na naman pinagbigyan ko na yong isa kaya umulit pa ako kaso wala talaga eh black yong order ko kasi para sa kuya ko sana e bakit naman purple ang binigay lasing ata,0,1,0,0,Wrong color was sent again,,,,
674,maka dismaya naman seller naka buy one take one ang order ko isang onesie lang ang dumating maganda pa naman ang tela,0,0,0,1,The customer only received one item instead of two in the buy one take one order,,,,
675,akala ko mahangin sha parehas sa video at chaka hindi fit yung charger nya at ibang iba yung pic at chaka ang nakuha ko chaka yung package wlang ka ayus ayus,1,0,0,0,Expected strong airflow but it's not, wrong charger, product is different and packaging is not good,,
676,510 i only bought this kasi its so expensive to buy apple pen tho dont even have an ipad still pag open ko ng item sumama yung pinaka bilog wasnt able to take pictures kasi ang dami kong parcel that time inayos pa siya now that i have to review,1,0,1,0,Item is broken, mentions that its very expensive to buy apple pen,,,
677,asan power into sira hindi rechargeable,1,0,0,0,The Item is not rechargeable and defective,,,,
678,white order ko pero puro brown dumting 1 brown lng order ko dumting 3 na brown im not satisfied for my order,0,1,0,0,Wrong color was sent.,,,,
679,terible pa g oppo di ko magamit sa samsung ko nkalagay ay micro usb tpos pang oppo ung binigay hndi sya universal dko na ginamit,1,0,0,0,Item is not universal and doesn't work with the reviewer's phone.,,,,
680,napabili ako kasi ang ganda ng mga reviews eh hindi naman pala nagtatagal ang amoy mas maamoy pa ang bench body spray sayang pera ang mahal pa naman,1,0,1,0,Fragrance does not last and a waste of money.,,,,
681,no seal ang tuyo na onti nalang ung tubig at may crack pa refund ko nalang to,1,0,0,0,No seal, small amount of water and has a crack.,,,
682,super super bagal mag charge very disappointed,1,0,0,0,Very slow charging,,,,
683,2nd time na ako umorder sa kanila always tactics nila is kulang kulang ung pinapadala nila and at the end buyer ang kawawa,0,0,0,1,Missing items in the orders.,,,,
684,okay siya nung ginamit namin pangvacuum sa kama medyo mabigat lang and kapag more than 1015mins ginamit nagiiba yung tunog nya nakailang gamit palang kami parang humina na agad ung suction,1,0,0,0,Okay at first, but becomes heavy and the sound changes,,,
685,okay nakaka disappoint kase wala un whiteyellow light,1,0,0,0,Missing the white/yellow light feature,,,,
686,ano bayan seller 2l ang order ko yung dumating hndi tama  pati yung kulay nag sayang lang ako ng pera kasi hndi ang gusto ko at ang inorder kong tama ang dumating sana naman kung ano ang order yun ang din ang binibigay nyo kasi tama naman binabayad namin,0,1,1,0,Wrong color and wrong volume, a waste of money,,,
687,im disappointed for this product sira yung isa product na inorder ko yung kawitan ng bra,1,0,0,0,One of the items is damaged,,,,
688,i bought 2 pieces same model different color but the grey one has color red battery800mah while the black one has bl5c battery1000mah magkaiba sila ng charger at pareho pa mabilis malobat ano to lokohan,1,0,0,0,Different batteries and chargers even though same model, runs out fast,,,
689,sira na agad ang tablet nag message ako kay seller d mn lng mag reply,1,0,0,1,Broken tablet and no reply from the seller.,,,,
690,para sa price nya no good no good ou mura sya pero ma log tlga mahina sa wifi kahit malakas ang wifi maganda lng pang offline 2year old plng baby q pero nkaka intinde ng loading at downloding to kaya pag nag lolog sa online na iinis sya low spec,1,0,1,0,Cheap, but lags and has weak wifi,,,
691,paulitulit nalang mga items bebenta nalang namin not even packed properly tsk first time disappointed parang ayoko na mag order dito fat chance walang lucky,1,0,0,0,Repeating item,,,,
692,putik nayan aanhin kuyan isa dyan not recommended guyss,1,0,0,0,Not recommended,,,,
693,pwede po palitan o refund dipo pantay binigay nyo wala na adjust un isang tali papalitan po ang mahal tapos di pantay,1,0,1,0,Not in good condition a waste of money,,,,
694,dalawa order ko parehas hindi nagana yung voice speaker nya,1,0,0,0,Speaker not working,,,,
695,ewan ko ba d ko mahinuha tong product d man lang na check nang seller nag message na man ako yung material nya ewan tingnan nyo na lang yan pag isipan nyo nang mabuti lumalabas paa ko sa sa unahan hindi recommended bilhin,1,0,0,1,Seller should have checked items. Product's material is not as good.,,,,
696,pili na lng kayo ibang seller at maging mapanuri sa product minessage ko si seller na paki double check mabuti yun item na wag wrong spelling ang ipadala sa akin yes daw kaso eto ang dumating saan ka ba naman nakakita ng legend na smoker emoval nakakatawa mamemepeke lang di,1,0,0,1,Wrong spelling. Double check the item.,,,,
697,yong order ko d pariho nong sa picna enorder kod naman pala malaki,1,0,0,0,Item received not the same to pic.,,,,
698,not worth it kht 88 lang toh pera pa rin ito wews nakaka bobo ung seller pa ulitulit nalang ung tanong tsaka yung sagot deputz ilan beses kong tinanong kung anong indication pag full charge parang d rin alam ng seller nakaka gago lang ghurl,0,0,1,1,Not worth the price, the seller doesn't seem to know the answer to the question,,,
699,not good super disappointed ako 1st time ko mag order sa shop na to  obviously hindi na ko uulit pala desisyon yung seller2l grayblack  850ml greenpurple ang order ko pero ito ang mga pinadala nagmessage ako na mali nareceive kong items last saturday pero until ngayon wala man,0,1,0,1,First time and they dont want to order agian because the iteam that was sent wrong,,,,
